chart_id,index_raw,source_mode,spot,position,stack,opponent,open,bet,source_hash,source_file,compressed_file,image_width,image_height,original_size_bytes,compressed_size_bytes,original_sha256,compressed_sha256
B2_0001,035,vssqueeze,Caller_IP_R_Mid,Any_position,25BB,SB,,5x,b1d6672fc2d1,035__spot-Caller_IP_R_Mid__position-Any_position__stack-25BB__opponent-SB__bet-5x__vssqueeze-b1d6672fc2d1.jpg,charts/0001.webp,434,600,30799,12228,baf19d8b1ad38df8198810eb7dc8a0268a885bf372f0d1a128b521810b67b0e7,4e8e97867ec08f100e1e4a6e7ccbb7f8f9fc537cb32eb0a7e211384d173ce55d
B2_0002,101,vssqueeze,IP_plus_SB,HJ-BTN,25BB,BB,,5x,7b38deb8927b,101__spot-IP_plus_SB__position-HJ-BTN__stack-25BB__opponent-BB__bet-5x__vssqueeze-7b38deb8927b.jpg,charts/0002.webp,434,600,30456,12210,339634e23851feeea46335f18056999f0c80b203a565b69c8d3754b96bbede59,9a15b75e45b8473e2a206f1adaaf0454253994942af94e6d666a0762a7d947c8
B2_0003,139,vssqueeze,Raiser_IP,EP-MP,25BB,BB,,6x,5d134a70f907,139__spot-Raiser_IP__position-EP-MP__stack-25BB__opponent-BB__bet-6x__vssqueeze-5d134a70f907.jpg,charts/0003.webp,434,600,28161,10504,ac55441c7ec4adff59e8e0e7b10f4f49671fa326a2d355ebcfc73181dfd36867,62671b0b53217be21877815cac6759e70b133d7b534b202caad383f0433f504a
B2_0004,127,vssqueeze,IP_plus_SB,SB_R_HJ-BTN,40BB,BB,,6x,f0273ae53155,127__spot-IP_plus_SB__position-SB_R_HJ-BTN__stack-40BB__opponent-BB__bet-6x__vssqueeze-f0273ae53155.jpg,charts/0004.webp,434,600,31494,12610,cc923e03cc6f84e643420a4847a74e68b1915ec8d47434eed0b196638d89acf9,74e066d85e405f99546970a381a720218c72e777ecb43e01dc2ff3af7397158e
B2_0005,030,vssqueeze,Caller_IP_R_Mid,Any_position,100BB,SB,,6x,6df987dc1fd9,030__spot-Caller_IP_R_Mid__position-Any_position__stack-100BB__opponent-SB__bet-6x__vssqueeze-6df987dc1fd9.jpg,charts/0005.webp,434,600,36460,14572,f0cefcab217d57348767c986717541c03d44a64cafd340d44e0aff6e871ce454,46194f82af02c8141ea9f63c9dc3d90beb6fd3cad53cbfd40d6b8cfd97402304
B2_0006,200,vssqueeze,Raiser_OOP,EP-MP,65BB,LJ-HJ,,3x,bfdc8adc7842,200__spot-Raiser_OOP__position-EP-MP__stack-65BB__opponent-LJ-HJ__bet-3x__vssqueeze-bfdc8adc7842.jpg,charts/0006.webp,434,600,33275,13470,4876bfb32b35df7e110cc3ef11e2311b042f95849d422dff7711d8551c3674a8,800eb95d5efd40410e92ccaf30bc811e2f0219bd5e33d66326ab8b1896810716
B2_0007,006,vssqueeze,Caller_IP_R_EP,Any_position,100BB,SB,,6x,178dec1f7026,006__spot-Caller_IP_R_EP__position-Any_position__stack-100BB__opponent-SB__bet-6x__vssqueeze-178dec1f7026.jpg,charts/0007.webp,434,600,34251,13520,a47c405dfed610c15c143cd22d24706b33d231588b8a6455fd5d03ba2aee8c58,acc42c8d6d507c166b42cf393f8c975995023c4c3cc7f7c432009b37cfa0abd3
B2_0008,051,vssqueeze,Caller_OOP_R_EP_MP,Any_position,100BB,CO-BTN,,5x,5e43c7fb876f,051__spot-Caller_OOP_R_EP_MP__position-Any_position__stack-100BB__opponent-CO-BTN__bet-5x__vssqueeze-5e43c7fb876f.jpg,charts/0008.webp,434,600,28444,11360,082a70ff1ed836c183aeb62269dd3562c56c6dc24c1754764a8f991a065994b7,bfdd1ebad4b25a1f6787ed92dab4a38c48d3bcdd5bdcbef849d558062de225eb
B2_0009,039,vssqueeze,Caller_IP_R_Mid,Any_position,40BB,BB,,6x,7cd7bbf0271b,039__spot-Caller_IP_R_Mid__position-Any_position__stack-40BB__opponent-BB__bet-6x__vssqueeze-7cd7bbf0271b.jpg,charts/0009.webp,434,600,28959,11386,66b29e955d886eec87f8d4741d5f0a9249080f22a04c28d74b3cc8e0638744fa,f0de44f14f65357d4413058545e7b1f54842312e2d881f241188734ac0db18e8
B2_0010,075,vssqueeze,Caller_OOP_R_LJ_HJ,Any_position,100BB,CO-BTN,,5x,16c5ecb1dcd3,075__spot-Caller_OOP_R_LJ_HJ__position-Any_position__stack-100BB__opponent-CO-BTN__bet-5x__vssqueeze-16c5ecb1dcd3.jpg,charts/0010.webp,434,600,31460,12848,61c7b891b1af593dbb76376766eba28eece6c8aa876f8a92304943b8b6a47326,3f74b344fe1e9e96ebf0b67b60d7590f74d3c6f05bce83db2f69133188e77035
B2_0011,106,vssqueeze,IP_plus_SB,HJ-BTN,65BB,BB,,4x,eadf3976636e,106__spot-IP_plus_SB__position-HJ-BTN__stack-65BB__opponent-BB__bet-4x__vssqueeze-eadf3976636e.jpg,charts/0011.webp,434,600,34458,13960,1484073398f499371440ccb2287d3d14c08869363e05712992e1195dbea78c4c,a7ae4657705b734c793b752a4582a9b96b4d375b9889b7a5b5b0135c5e2a5108
B2_0012,040,vssqueeze,Caller_IP_R_Mid,Any_position,40BB,SB,,4x,757910c895de,040__spot-Caller_IP_R_Mid__position-Any_position__stack-40BB__opponent-SB__bet-4x__vssqueeze-757910c895de.jpg,charts/0012.webp,434,600,31325,12792,6df380cb6c7c9b2e91761ec9d990383f19ed7748494b05d1265b88ceea7839da,478f839bf663634c78e164cfd26033c083dd72a67ba8ab61ab4e39459bb2416b
B2_0013,064,vssqueeze,Caller_OOP_R_EP_MP,Any_position,40BB,LJ-HJ,,3x,11477d74d941,064__spot-Caller_OOP_R_EP_MP__position-Any_position__stack-40BB__opponent-LJ-HJ__bet-3x__vssqueeze-11477d74d941.jpg,charts/0013.webp,434,600,34496,13962,0087695706643298469238295bc85b30ffb937246239cf50256b19741c1a61ce,6ea93a01e1e630993741cffbff543ff9a1ad66309e58a93c8c62200a6c9815ab
B2_0014,020,vssqueeze,Caller_IP_R_EP,Any_position,65BB,BB,,5x,e1b61674a47d,020__spot-Caller_IP_R_EP__position-Any_position__stack-65BB__opponent-BB__bet-5x__vssqueeze-e1b61674a47d.jpg,charts/0014.webp,434,600,28677,11202,b19a560cf23a716a72f120983fe33437e45083574fc3fe7ed6abb68a11af6a17,3b44a41f199940f4a6c980eb14261ec9b8d59824a3bb25350e150a57ff9f880c
B2_0015,082,vssqueeze,Caller_OOP_R_LJ_HJ,Any_position,65BB,CO-BTN,,3x,1d2e305757c0,082__spot-Caller_OOP_R_LJ_HJ__position-Any_position__stack-65BB__opponent-CO-BTN__bet-3x__vssqueeze-1d2e305757c0.jpg,charts/0015.webp,434,600,38475,15796,4f93075c2bfb57945cfd785f16ae376724c493586f8e6f4b6d0da8a7448b276d,00b2fced9a2a5e044315379692d4007e2c3e93a378c5dabaae2a45c7884d93e2
B2_0016,159,vssqueeze,Raiser_IP,HJ-CO,100BB,SB,,5x,17ed412c8935,159__spot-Raiser_IP__position-HJ-CO__stack-100BB__opponent-SB__bet-5x__vssqueeze-17ed412c8935.jpg,charts/0016.webp,434,600,36157,14786,ad571e6493cf6aeb3a1e4b22debe87fd1e8698809f13ba02c4a2d1d3e687f93b,9eb7d0f424c331738b9500637c6fbb3e6c176e0aae6fd26f1c2727155641af21
B2_0017,033,vssqueeze,Caller_IP_R_Mid,Any_position,25BB,BB,,6x,6892cf9a8be3,033__spot-Caller_IP_R_Mid__position-Any_position__stack-25BB__opponent-BB__bet-6x__vssqueeze-6892cf9a8be3.jpg,charts/0017.webp,434,600,29593,11472,ec9f3649f3f1d1209b178206f14e809058318d2421c1fc6b17c7fba8f6a95e89,15d0565a7e598f3319b75c9f392178836c07bc21334493dfb2cc432a475fde35
B2_0018,153,vssqueeze,Raiser_IP,EP-MP,65BB,SB,,5x,531533b2d619,153__spot-Raiser_IP__position-EP-MP__stack-65BB__opponent-SB__bet-5x__vssqueeze-531533b2d619.jpg,charts/0018.webp,434,600,29874,11786,13592739b398ad8359d06116b9f8a33c653f4ce5b7452d5bacbeb0bb33356428,99fdfaa783152ab376a32e7467d03beaf3641e79a15c988883c0152e2be848ce
B2_0019,166,vssqueeze,Raiser_IP,HJ-CO,25BB,SB,,6x,4a6c4a261611,166__spot-Raiser_IP__position-HJ-CO__stack-25BB__opponent-SB__bet-6x__vssqueeze-4a6c4a261611.jpg,charts/0019.webp,434,600,29123,11306,357319aa6185bcd0aad451396555e8d61d9c998be525f01fe50f3d0cbf0bbeeb,561268c4033536b75b2c53cb3d7eab8fb5ccfd7c650b0e02552282943f3b4186
B2_0020,016,vssqueeze,Caller_IP_R_EP,Any_position,40BB,SB,,4x,03b7f8465b56,016__spot-Caller_IP_R_EP__position-Any_position__stack-40BB__opponent-SB__bet-4x__vssqueeze-03b7f8465b56.jpg,charts/0020.webp,434,600,28150,10922,826aec07027ccf3a17771aae033ea355b8dfd691da62622f05dc03745d9c65d3,bb866d20d574a2416a5542da3ebe7d0335b7ec213596102e1caa65f2e94c9c30
B2_0021,122,vssqueeze,IP_plus_SB,SB_R_HJ-BTN,25BB,BB,,4x,ad6e81151470,122__spot-IP_plus_SB__position-SB_R_HJ-BTN__stack-25BB__opponent-BB__bet-4x__vssqueeze-ad6e81151470.jpg,charts/0021.webp,434,600,30030,11588,7601f5ffccbe152be76167c4525a9fc5d48edcd5c7905d0d51b4865042c2b06e,15aca3ffd77940253d5d77d0982d2af683b3cda53a145a31cbbc2741bd0825c7
B2_0022,052,vssqueeze,Caller_OOP_R_EP_MP,Any_position,100BB,LJ-HJ,,3x,efe59a54f920,052__spot-Caller_OOP_R_EP_MP__position-Any_position__stack-100BB__opponent-LJ-HJ__bet-3x__vssqueeze-efe59a54f920.jpg,charts/0022.webp,434,600,39063,15986,6ccea79cb42f1797a83a995eb04bcec141297beeee69bf35e5c3c2b747e317d5,f294605aa91b6abc86ab0b967fdcdae9f546ff44ab7f513a87b632397da92e18
B2_0023,071,vssqueeze,Caller_OOP_R_EP_MP,Any_position,65BB,LJ-HJ,,4x,0582a532be79,071__spot-Caller_OOP_R_EP_MP__position-Any_position__stack-65BB__opponent-LJ-HJ__bet-4x__vssqueeze-0582a532be79.jpg,charts/0023.webp,434,600,28340,11098,f60f5b6144bc9182a0d56f9f86b7f45d781f4330dae8d1615d795798f0e7cb22,b76524fe2c9efb7a3834ad9bdec8f3fd69cdb1079c588c7319ac001a04d4b78b
B2_0024,038,vssqueeze,Caller_IP_R_Mid,Any_position,40BB,BB,,5x,c68cd70a66f5,038__spot-Caller_IP_R_Mid__position-Any_position__stack-40BB__opponent-BB__bet-5x__vssqueeze-c68cd70a66f5.jpg,charts/0024.webp,434,600,29974,11706,5f926c4f12f6db6d5b5bb19fa856425f0ed7b192b31399d90558ce6ee218c28a,191bff0476b3906eccc353920d29819955bbb6571ae14e9c3cf9fb1d4b405665
B2_0025,189,vssqueeze,Raiser_OOP,EP-MP,25BB,LJ-HJ,,4x,3e42a60ad7b7,189__spot-Raiser_OOP__position-EP-MP__stack-25BB__opponent-LJ-HJ__bet-4x__vssqueeze-3e42a60ad7b7.jpg,charts/0025.webp,434,600,28525,11004,303d280e7105579d560dc1b1e35bf69ec2512d104a7988e1ca7814c7eba6462e,d73984ae57b47a700f12ab08516bac744778e8c461c73ed8be227ecaa7f767fe
B2_0026,005,vssqueeze,Caller_IP_R_EP,Any_position,100BB,SB,,5x,0a973b3815ac,005__spot-Caller_IP_R_EP__position-Any_position__stack-100BB__opponent-SB__bet-5x__vssqueeze-0a973b3815ac.jpg,charts/0026.webp,434,600,36960,14974,ea0874c5317237d78dbd3cd8fd1bb2d60d8b4f68edf9d8e36170c7a712e47b14,dce38ebeac9cb3e3cafe3f2803ad1aa3a1473f9e89197e5e897ed2a3c28799fc
B2_0027,100,vssqueeze,IP_plus_SB,HJ-BTN,25BB,BB,,4x,bbcbac56d3a4,100__spot-IP_plus_SB__position-HJ-BTN__stack-25BB__opponent-BB__bet-4x__vssqueeze-bbcbac56d3a4.jpg,charts/0027.webp,434,600,30147,11656,b39a9d83f06946fa62f74e744d97d460ac80695dcf1e66d55000c9242aeb4aca,ae7192feb9f19568f063c5c38fbbbcc3c22b348f841318d0ed3f047aa694eb49
B2_0028,128,vssqueeze,IP_plus_SB,SB_R_HJ-BTN,65BB,BB,,4x,bfa4226e5cc5,128__spot-IP_plus_SB__position-SB_R_HJ-BTN__stack-65BB__opponent-BB__bet-4x__vssqueeze-bfa4226e5cc5.jpg,charts/0028.webp,434,600,27879,10894,64507698f423bd82cb7fc70a8dc9a52a90dd83b08d24394dfadebd543c44dda0,2a3ae59dd40be077c181f8661e70c8bcde97c243b90492ed3984ab26fa05f48a
B2_0029,142,vssqueeze,Raiser_IP,EP-MP,25BB,SB,,6x,7e80c82fb8cb,142__spot-Raiser_IP__position-EP-MP__stack-25BB__opponent-SB__bet-6x__vssqueeze-7e80c82fb8cb.jpg,charts/0029.webp,434,600,28891,11074,0065188db2bef2b3df8a2b230b493a5cfbb3c0745efe2c621c484b27e6b1c66e,4f0e9610faefe799a79f16b39523017b7e90456e4ce6f7ca7276c350dfd8a102
B2_0030,031,vssqueeze,Caller_IP_R_Mid,Any_position,25BB,BB,,4x,de7337aaab86,031__spot-Caller_IP_R_Mid__position-Any_position__stack-25BB__opponent-BB__bet-4x__vssqueeze-de7337aaab86.jpg,charts/0030.webp,434,600,29899,11668,e62fc0926046d934a36c477ff8c811ff1bfd541ee9df12561bdb739bded57409,fbe460887ac58ed8d49876d76bc259bd625ff967307e233d88e1491b360e96d7
B2_0031,070,vssqueeze,Caller_OOP_R_EP_MP,Any_position,65BB,LJ-HJ,,3x,d70edf1a63b7,070__spot-Caller_OOP_R_EP_MP__position-Any_position__stack-65BB__opponent-LJ-HJ__bet-3x__vssqueeze-d70edf1a63b7.jpg,charts/0031.webp,434,600,35969,15098,e4ce431a18d4fc5c44ec32b30c083368f2dc3622513b7175e6d16381cead790d,349b6eccd04c6fd8d93351a8358a15f6ea26b008e6770ef98f77f225d205869c
B2_0032,079,vssqueeze,Caller_OOP_R_LJ_HJ,Any_position,40BB,CO-BTN,,3x,8e4bea504430,079__spot-Caller_OOP_R_LJ_HJ__position-Any_position__stack-40BB__opponent-CO-BTN__bet-3x__vssqueeze-8e4bea504430.jpg,charts/0032.webp,434,600,36810,15032,7f36396eb3ca57a8c50f39117c146cdcc6fe8073318931ec4995fe2bea66e236,a430f550de3ca9638efd1401a4ab976b8e2e68e5f5ff5a5312f613b9ebb40f23
B2_0033,036,vssqueeze,Caller_IP_R_Mid,Any_position,25BB,SB,,6x,f37e638dfe08,036__spot-Caller_IP_R_Mid__position-Any_position__stack-25BB__opponent-SB__bet-6x__vssqueeze-f37e638dfe08.jpg,charts/0033.webp,434,600,31062,12238,76effe5eb5254145e624e4c74a74949cf5375b871b7a714a3f1bb7559290bb42,a9428ebdf3bdc9d568735b1e06cbc7817d0b73537c2a41ee57011564126de266
B2_0034,177,vssqueeze,Raiser_IP,HJ-CO,65BB,SB,,5x,3449cd99395b,177__spot-Raiser_IP__position-HJ-CO__stack-65BB__opponent-SB__bet-5x__vssqueeze-3449cd99395b.jpg,charts/0034.webp,434,600,31128,12184,6b077fc41430a394cd63f899a6ec60222a6ceb42621833a0eb6addeb99f4eca0,29897593131140cb240214917a4d91c1b26030d10f5a48030daadbef0c532b45
B2_0035,008,vssqueeze,Caller_IP_R_EP,Any_position,25BB,BB,,5x,9bd317f9be9a,008__spot-Caller_IP_R_EP__position-Any_position__stack-25BB__opponent-BB__bet-5x__vssqueeze-9bd317f9be9a.jpg,charts/0035.webp,434,600,27793,10348,895846baf2b06181a5ed33d1d5fc327131ba5bad040ac38024d2df72296885c6,2981daa110cfd1e54f02287a3b06fd02a72d458dc49680954f64cedf12938929
B2_0036,092,vssqueeze,IP_plus_SB,EP-MP,40BB,BB,,5x,55ea94042fab,092__spot-IP_plus_SB__position-EP-MP__stack-40BB__opponent-BB__bet-5x__vssqueeze-55ea94042fab.jpg,charts/0036.webp,434,600,27782,10880,4c54eeb399e1b877d23e69dc6da379bbef4903297f3eca4c582f9a6a0fba63f7,656bd6a0157b1381da7e99d3c48f205088ce0cb255f21fdcb3b193dd6980efb3
B2_0037,074,vssqueeze,Caller_OOP_R_LJ_HJ,Any_position,100BB,CO-BTN,,4x,75e08d492f05,074__spot-Caller_OOP_R_LJ_HJ__position-Any_position__stack-100BB__opponent-CO-BTN__bet-4x__vssqueeze-75e08d492f05.jpg,charts/0037.webp,434,600,37548,15508,4d81f5cae8c65508f6d68f57b829109dd759c5611597dd161eb576b258629af8,f2a5a4590f39cedbf766a82614e6e5c2658aa924cae250744a273b2241e7fc66
B2_0038,054,vssqueeze,Caller_OOP_R_EP_MP,Any_position,100BB,LJ-HJ,,5x,6b3733f34024,054__spot-Caller_OOP_R_EP_MP__position-Any_position__stack-100BB__opponent-LJ-HJ__bet-5x__vssqueeze-6b3733f34024.jpg,charts/0038.webp,434,600,28437,11288,93371d953a126125396ade6b10cf3ec2b0c9ed1e63ccaa4e620d8ce3bd9429bc,386ecdd68856a06e2e0b2eade5603d3ce0869fd8d7af141a50e7915411b9333e
B2_0039,068,vssqueeze,Caller_OOP_R_EP_MP,Any_position,65BB,CO-BTN,,4x,c7678fe2846d,068__spot-Caller_OOP_R_EP_MP__position-Any_position__stack-65BB__opponent-CO-BTN__bet-4x__vssqueeze-c7678fe2846d.jpg,charts/0039.webp,434,600,29367,11574,0831b6c247fd243339d0f1ee7cd3e9ea5558c994591d828bb8237facfad77b8e,f0a3d2719cd0c07058ac1d97ca7a519c6e24c5fe081364161494e3614237d633
B2_0040,034,vssqueeze,Caller_IP_R_Mid,Any_position,25BB,SB,,4x,a59c415b96fd,034__spot-Caller_IP_R_Mid__position-Any_position__stack-25BB__opponent-SB__bet-4x__vssqueeze-a59c415b96fd.jpg,charts/0040.webp,434,600,31304,12430,f1a997d6095333e7cff03eb1ca1166b55b4d775524b116eeaf6ffcac8dd20b3a,82c8024202eed25f6278b2d0df8bcf52439e39be0c5df45ae9fce1082198dccc
B2_0041,143,vssqueeze,Raiser_IP,EP-MP,40BB,BB,,4x,48f8557fa7d2,143__spot-Raiser_IP__position-EP-MP__stack-40BB__opponent-BB__bet-4x__vssqueeze-48f8557fa7d2.jpg,charts/0041.webp,434,600,28113,10940,8b959381bcd691dfed12a3aa6afa5aa7ba8807852755191a2f6ae53bc670395e,c8549b427479a76dfd4655d03177e50599beba80c8d16b600cbab94e3bfecdd2
B2_0042,059,vssqueeze,Caller_OOP_R_EP_MP,Any_position,25BB,LJ-HJ,,4x,edbc32e0a338,059__spot-Caller_OOP_R_EP_MP__position-Any_position__stack-25BB__opponent-LJ-HJ__bet-4x__vssqueeze-edbc32e0a338.jpg,charts/0042.webp,434,600,29957,11694,fa4b58a6581f21f9b39b37344f3c3348ce5568b517584828df7c3176bb3a04b2,c9213849461d77e955d58bc529c59df52873c90d8bbb2e3bba34e0b44928b5ad
B2_0043,026,vssqueeze,Caller_IP_R_Mid,Any_position,100BB,BB,,5x,fd97cd7aae0f,026__spot-Caller_IP_R_Mid__position-Any_position__stack-100BB__opponent-BB__bet-5x__vssqueeze-fd97cd7aae0f.jpg,charts/0043.webp,434,600,35081,14330,01be0ad6df293a34735da667de18cb40a4d0ba2748f21adff9cce96f20967133,7ba88d3b44cff7a945f0d337f97ed11ffa627f3e88e234a784bac5164d9d5ee7
B2_0044,121,vssqueeze,IP_plus_SB,SB_R_HJ-BTN,100BB,BB,,6x,c0952ddb1bea,121__spot-IP_plus_SB__position-SB_R_HJ-BTN__stack-100BB__opponent-BB__bet-6x__vssqueeze-c0952ddb1bea.jpg,charts/0044.webp,434,600,29987,11820,2bf2badcafe88ac304dbe66676329d38136189ea152355fb5bf464ea40dd9d99,9d488ee45d0c3e66411e10f059adacd1c5be13c398291d0c52886231c1fd1f04
B2_0045,124,vssqueeze,IP_plus_SB,SB_R_HJ-BTN,25BB,BB,,6x,b3efb5443aac,124__spot-IP_plus_SB__position-SB_R_HJ-BTN__stack-25BB__opponent-BB__bet-6x__vssqueeze-b3efb5443aac.jpg,charts/0045.webp,434,600,32326,13064,1d467c030613f8f33f6cfc2f8d09160349a28bba97f2f0ada7736628ab4320ad,9cd894a47897a55b840317ff7552f27d7b8dd01ff9bf78b25f08d65ea7781ac0
B2_0046,193,vssqueeze,Raiser_OOP,EP-MP,40BB,CO-BTN,,5x,298a55bab616,193__spot-Raiser_OOP__position-EP-MP__stack-40BB__opponent-CO-BTN__bet-5x__vssqueeze-298a55bab616.jpg,charts/0046.webp,434,600,29221,11454,a4598f62d59cd36432d829269468fc12576a7a365ab981fd195a803b1e9cb87d,6cae8641b9efac969cce999de348037994b21b8aaf92fb56b642d4ac69e913a4
B2_0047,058,vssqueeze,Caller_OOP_R_EP_MP,Any_position,25BB,LJ-HJ,,3x,88bf5511261a,058__spot-Caller_OOP_R_EP_MP__position-Any_position__stack-25BB__opponent-LJ-HJ__bet-3x__vssqueeze-88bf5511261a.jpg,charts/0047.webp,434,600,33432,13638,f453ba00a91007c3fda4f5f4797871ac43594e2a9611b82d37efd5f8f1601709,9b77419620033b4186f0c62422e3a2d41c33212ecd821715b9fe9a0ae2b624f5
B2_0048,022,vssqueeze,Caller_IP_R_EP,Any_position,65BB,SB,,4x,d62dfedc681c,022__spot-Caller_IP_R_EP__position-Any_position__stack-65BB__opponent-SB__bet-4x__vssqueeze-d62dfedc681c.jpg,charts/0048.webp,434,600,32392,12796,d3deff55b59c3fcec232c4876bd73fbc18b828deefcb5eb7fcf34d89c9003e2e,3acd6b814d5307bc4b7f97fdb2a15d8e3b1373403ea2682a80e4e93fe8f4d5f2
B2_0049,187,vssqueeze,Raiser_OOP,EP-MP,25BB,CO-BTN,,5x,7d3ef839fb39,187__spot-Raiser_OOP__position-EP-MP__stack-25BB__opponent-CO-BTN__bet-5x__vssqueeze-7d3ef839fb39.jpg,charts/0049.webp,434,600,29024,11414,da138a671281af33e60a4d82c7285864361f337021adbd09371d9c981dc1c1a7,847d4d789da4e151785f1d49768919b391f44a7655c7088c72f5014f2c7e259c
B2_0050,047,vssqueeze,Caller_IP_R_Mid,Any_position,65BB,SB,,5x,0fa19e2c187e,047__spot-Caller_IP_R_Mid__position-Any_position__stack-65BB__opponent-SB__bet-5x__vssqueeze-0fa19e2c187e.jpg,charts/0050.webp,434,600,34727,13716,3a40be41e79fc8a28c7879f24831fbcafe212a2b268740f4c80a31d08aaa1053,19f7781578c7b3647b499fec464ab22571b3671c9801890dd63443f3ffe00c38
B2_0051,107,vssqueeze,IP_plus_SB,HJ-BTN,65BB,BB,,5x,5623d6718cbf,107__spot-IP_plus_SB__position-HJ-BTN__stack-65BB__opponent-BB__bet-5x__vssqueeze-5623d6718cbf.jpg,charts/0051.webp,434,600,33930,13574,d963516f0f0801eaf2bcdf61529bf7b856ba06d64ac50ec0b01b1506765f6ebd,1784d6039b735b7afc638be73009f6369ba79330ed5f5da0df0a018b51829b8d
B2_0052,154,vssqueeze,Raiser_IP,EP-MP,65BB,SB,,6x,7866a40d1dac,154__spot-Raiser_IP__position-EP-MP__stack-65BB__opponent-SB__bet-6x__vssqueeze-7866a40d1dac.jpg,charts/0052.webp,434,600,28032,10912,ff2915f821ba1a7f186c9309386afac260770e115e8f4a79c63ed298089d1550,bd604e58f04f9efcd8d4da5cd8aed726fb03b466183a17b4e370ff5e3e73e150
B2_0053,144,vssqueeze,Raiser_IP,EP-MP,40BB,BB,,5x,b71f406e6f77,144__spot-Raiser_IP__position-EP-MP__stack-40BB__opponent-BB__bet-5x__vssqueeze-b71f406e6f77.jpg,charts/0053.webp,434,600,28730,11238,ef4bd1721db4e0c6e9b283fa1a15295746a7bf3dde911f037e4e11b19d79daa4,aca4e7896dc814d6f3fd4a6ef346284b2d3a93bd9263cc1bd923e3d59c5b357f
B2_0054,046,vssqueeze,Caller_IP_R_Mid,Any_position,65BB,SB,,4x,6fcdcd813b40,046__spot-Caller_IP_R_Mid__position-Any_position__stack-65BB__opponent-SB__bet-4x__vssqueeze-6fcdcd813b40.jpg,charts/0054.webp,434,600,36782,15052,b9343bc900a7f51726156c17487b52be7a2d8af067c1e7142dfd2623936c2c0c,0283b45c47e2df46995ea38800781e47605f1956386cb743196a2be0a1a00ada
B2_0055,053,vssqueeze,Caller_OOP_R_EP_MP,Any_position,100BB,LJ-HJ,,4x,5110eb07a9f3,053__spot-Caller_OOP_R_EP_MP__position-Any_position__stack-100BB__opponent-LJ-HJ__bet-4x__vssqueeze-5110eb07a9f3.jpg,charts/0055.webp,434,600,32515,13172,6a6b694323b37a7444222fca3d43e4e3a5d9e8c7d844d0e3685f247f05a6d332,ddc6f43c3be21d39b8c8bde2d417883019549ec11099d287a66cd2f894b7a05e
B2_0056,007,vssqueeze,Caller_IP_R_EP,Any_position,25BB,BB,,4x,436743c6bcc1,007__spot-Caller_IP_R_EP__position-Any_position__stack-25BB__opponent-BB__bet-4x__vssqueeze-436743c6bcc1.jpg,charts/0056.webp,434,600,27544,10356,e670d69b6e7cbf3563f8fd30a2af99927627ea379f2bb145ad922e886f579304,d0ffdc46e4484b6d5a16564446df894aa1929eb01b8bdc72e7a03abbc5aad67b
B2_0057,062,vssqueeze,Caller_OOP_R_EP_MP,Any_position,40BB,CO-BTN,,4x,ce67a2e2e136,062__spot-Caller_OOP_R_EP_MP__position-Any_position__stack-40BB__opponent-CO-BTN__bet-4x__vssqueeze-ce67a2e2e136.jpg,charts/0057.webp,434,600,31272,12560,d2487f9be248d8e8040be1a6f7867e67ba7e9bcf7ec33b5bfbe6f8010e958c51,c837ef53ee0f8ced17d50a19e37b40e9f25804087c0d004b2b008175c2cba557
B2_0058,181,vssqueeze,Raiser_OOP,EP-MP,100BB,CO-BTN,,5x,b38d233e5718,181__spot-Raiser_OOP__position-EP-MP__stack-100BB__opponent-CO-BTN__bet-5x__vssqueeze-b38d233e5718.jpg,charts/0058.webp,434,600,28725,11456,a4a1cd336bf47e60877d7eec6221af29291dfbb53b60672e40bebc2be5184585,5f3c132a2af5a131efbbc70dd61a73d6fce5745e550ac9935873856c9fe4867e
B2_0059,085,vssqueeze,IP_plus_SB,EP-MP,100BB,BB,,4x,7e5c8783ff9d,085__spot-IP_plus_SB__position-EP-MP__stack-100BB__opponent-BB__bet-4x__vssqueeze-7e5c8783ff9d.jpg,charts/0059.webp,434,600,34406,13990,0cd9e80ed2e81da3ef5d910ec629a0c50537e36178db0c62c46cb00fb69ce146,b45d8da86c32f6bea9c6fca8d37e8aaa2a3e4c3161d785c31a2210496114845a
B2_0060,110,vssqueeze,IP_plus_SB,SB_R_EP-MP,100BB,BB,,5x,ef3ac5f6e2c6,110__spot-IP_plus_SB__position-SB_R_EP-MP__stack-100BB__opponent-BB__bet-5x__vssqueeze-ef3ac5f6e2c6.jpg,charts/0060.webp,434,600,27816,10938,e75d0555d47979c191efde4d149af7bbd576ffe803fe1f6bc3b6f3de5bd5ab82,4c2b197ee09c1c23e85427c139a666d76b5032c812e49adb2f3fddffcb9564cf
B2_0061,150,vssqueeze,Raiser_IP,EP-MP,65BB,BB,,5x,d42a0c00ccda,150__spot-Raiser_IP__position-EP-MP__stack-65BB__opponent-BB__bet-5x__vssqueeze-d42a0c00ccda.jpg,charts/0061.webp,434,600,28671,11164,878f65bcb6cc7df187a00b0bfc6983324f3e34f8f9b22ee7674f61a445e04888,0f17f60aec4dff6f6634ffb97ee123ee0f2757ea06e98d0a6b1c6c221052615c
